accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,GAP (Bermuda) L.P.,70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"GAP Coinvestments CDA, L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"GAP Coinvestments III, LLC",66,B,66,0,12,9,2,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"GAP Coinvestments IV, LLC",66,B,66,0,12,9,2,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"GAP Coinvestments V, LLC",66,B,66,0,12,9,2,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic GenPar (Bermuda), L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic GenPar, L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,General Atlantic GenPar (Lux) SCSp,70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic, L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,General Atlantic (Lux) S.a r.l.,72,B,72,0,12,9,8,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic Partners 100, L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic Partners (Bermuda) EU, L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,General Atlantic Partners (Lux) SCSp,70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic (SPV) GP, LLC",66,B,66,0,12,9,2,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000168,20250122,01/17/2025,SCHEDULE 13D/A,1923840,"Third Harmonic Bio, Inc.",88427A107,1017645,"General Atlantic (TH), L.P.",70,B,70,0,12,9,6,1,18,2,16,6,"""THRD""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000762152-25-000001,20250124,12/31/2024,SCHEDULE 13G,1925309,Sixth Street Lending Partners,000000000,762152,STATE OF MICHIGAN RETIREMENT SYSTEM,25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001104659-25-007070,20250129,12/31/2024,SCHEDULE 13G,1926599,Translational Development Acquisition Corp.,G9008W121,1352851,DAVID J. SNYDERMAN,25,D,25,0,6,9,2,0,0,4,4,0,TDAC,CIK,100,,,,,,,,,,,,,,,,,,,,
0001104659-25-007070,20250129,12/31/2024,SCHEDULE 13G,1926599,Translational Development Acquisition Corp.,G9008W121,1352851,MAGNETAR CAPITAL PARTNERS LP,25,D,25,0,6,9,2,0,0,4,4,0,TDAC,CIK,100,,,,,,,,,,,,,,,,,,,,
0001104659-25-007070,20250129,12/31/2024,SCHEDULE 13G,1926599,Translational Development Acquisition Corp.,G9008W121,1352851,MAGNETAR FINANCIAL LLC,25,D,25,0,6,9,2,0,0,4,4,0,TDAC,CIK,100,,,,,,,,,,,,,,,,,,,,
0001104659-25-007070,20250129,12/31/2024,SCHEDULE 13G,1926599,Translational Development Acquisition Corp.,G9008W121,1352851,SUPERNOVA MANAGEMENT LLC,25,D,25,0,6,9,2,0,0,4,4,0,TDAC,CIK,100,,,,,,,,,,,,,,,,,,,,
0000945621-25-000088,20250130,12/31/2024,SCHEDULE 13G,1928369,Cushman & Wakefield plc,G2717B108,1021642,"Vaughan Nelson Investment Management, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000945621-25-000094,20250130,12/31/2024,SCHEDULE 13G/A,1928369,EquityZen Growth Technology Fund LLC - Series 1382,G2717B108,1021642,"Vaughan Nelson Investment Management, Inc.",10,D,16,-6,2,0,8,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000945621-25-000088,20250130,12/31/2024,SCHEDULE 13G,1928369,Cushman & Wakefield plc,G2717B108,1021642,"Vaughan Nelson Investment Management, L.P.",32,D,32,0,6,6,12,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000945621-25-000094,20250130,12/31/2024,SCHEDULE 13G/A,1928369,EquityZen Growth Technology Fund LLC - Series 1382,G2717B108,1021642,"Vaughan Nelson Investment Management, L.P.",14,D,20,-6,2,0,12,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000932471-25-000022,20250108,12/31/2024,SCHEDULE 13G/A,1929561,RXO Inc,74982T103,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,RXO,CIK,100,2025-01-08,25.2,81.97,-0.84,-0.99,0.16,25.52,27.46,,-1.25,-8.23,,28.78,25.52,22.26,45.09,1.08,694600,1263755,0.55
0000950170-25-003444,20250108,12/31/2024,SCHEDULE 13G/A,1930021,New Horizon Aircraft Ltd.,64550A107,1636266,Canso Investment Counsel Ltd.,24,D,24,0,2,14,2,0,0,2,4,0,HOVR,CIK,100,2025-01-08,1.02,38.93,0.15,0.14,0.01,0.88,0.64,,15.91,59.37,,1.42,0.88,0.34,62.96,0.28,2718500,3596740,0.76
0000950170-25-002535,20250106,12/19/2024,SCHEDULE 13G,1930021,New Horizon Aircraft Ltd.,64550A107,2051011,Grip Investments Limited,22,D,22,0,6,6,2,0,0,4,4,0,HOVR,CIK,100,2025-01-07,1.11,35.81,0.16,0.14,0.02,0.86,0.62,,29.07,79.03,,1.41,0.86,0.32,72.48,0.26,1380200,3560015,0.39
0001477932-25-000280,20250115,01/13/2025,SCHEDULE 13G/A,1930510,VCI Global Ltd,G98218103,2004781,Abri Advisors Ltd.,16,D,16,0,2,0,8,0,0,2,4,0,VCIG,CIK,100,2025-01-16,780.0,29.09,-98.35,-107.25,8.89,1026.15,1193.29,,-23.99,-34.63,,1220.66,1026.15,831.64,-13.27,149.83,4865,2865,1.7
0001477932-25-000280,20250115,01/13/2025,SCHEDULE 13G/A,1930510,VCI Global Ltd,G98218103,2004781,Tirman Jeffrey,18,D,18,0,2,0,10,0,0,2,4,0,VCIG,CIK,100,2025-01-16,780.0,29.09,-98.35,-107.25,8.89,1026.15,1193.29,,-23.99,-34.63,,1220.66,1026.15,831.64,-13.27,149.83,4865,2865,1.7
0001493152-25-003274,20250122,10/06/2022,SCHEDULE 13G,1932244,"AI UNLIMITED GROUP, INC. (AIUG)",527351100,2052861,STEPHEN COPULOS,38,D,38,0,6,14,10,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000932471-25-000154,20250130,12/31/2024,SCHEDULE 13G/A,1932393,GE HealthCare Technologies Inc,36266G107,102909,The Vanguard Group,32,D,32,0,2,12,12,0,0,2,4,0,GEHC,CIK,100,2025-01-31,88.14,62.46,1.86,1.56,0.3,85.43,82.76,,3.17,6.5,,91.31,85.43,79.54,73.06,1.9,1775500,2701555,0.66
0001140361-25-001291,20250116,01/14/2025,SCHEDULE 13G/A,1936224,SURF AIR MOBILITY INC.,868927203,1940719,Christopher F. Brown,18,D,18,0,2,0,10,0,0,2,4,0,SRFM,CIK,100,2025-01-17,3.82,39.5,0.09,0.31,-0.22,4.47,3.61,,-14.54,5.82,,6.58,4.47,2.35,34.75,0.81,318600,682345,0.47
0001140361-25-001291,20250116,01/14/2025,SCHEDULE 13G/A,1936224,SURF AIR MOBILITY INC.,868927203,1940719,GEM Global Yield Fund LLC,16,D,16,0,2,0,8,0,0,2,4,0,SRFM,CIK,100,2025-01-17,3.82,39.5,0.09,0.31,-0.22,4.47,3.61,,-14.54,5.82,,6.58,4.47,2.35,34.75,0.81,318600,682345,0.47
0001140361-25-001291,20250116,01/14/2025,SCHEDULE 13G/A,1936224,SURF AIR MOBILITY INC.,868927203,1940719,GEM Global Yield LLC SCS,14,D,14,0,2,0,6,0,0,2,4,0,SRFM,CIK,100,2025-01-17,3.82,39.5,0.09,0.31,-0.22,4.47,3.61,,-14.54,5.82,,6.58,4.47,2.35,34.75,0.81,318600,682345,0.47
0000935836-25-000060,20250113,01/10/2025,SCHEDULE 13D/A,1937653,Zymeworks Inc.,98985Y108,1454385,Oleg Nodelman,66,B,66,0,12,14,2,2,18,2,16,0,ZYME,CIK,100,2025-01-14,13.62,70.68,-0.03,0.04,-0.07,14.01,14.43,,-2.78,-5.61,,15.29,14.01,12.73,34.77,0.87,360900,578720,0.62
0000935836-25-000060,20250113,01/10/2025,SCHEDULE 13D/A,1937653,Zymeworks Inc.,98985Y108,1587114,"EcoR1 Capital, LLC",66,B,66,0,12,14,2,2,18,2,16,0,ZYME,CIK,100,2025-01-14,13.62,70.68,-0.03,0.04,-0.07,14.01,14.43,,-2.78,-5.61,,15.29,14.01,12.73,34.77,0.87,360900,578720,0.62
0000935836-25-000060,20250113,01/10/2025,SCHEDULE 13D/A,1937653,Zymeworks Inc.,98985Y108,1598292,"EcoR1 Capital Fund Qualified, L.P.",70,B,70,0,12,14,6,2,18,2,16,0,ZYME,CIK,100,2025-01-14,13.62,70.68,-0.03,0.04,-0.07,14.01,14.43,,-2.78,-5.61,,15.29,14.01,12.73,34.77,0.87,360900,578720,0.62
0001140361-25-002638,20250131,12/31/2024,SCHEDULE 13G/A,1937891,AlphaVest Acquisition Corp.,G0283A124,1279891,Christopher L. Gust,16,D,16,0,2,6,2,0,0,2,4,0,AMCI,CIK,100,2025-01-31,11.5,77.27,0.03,0.02,0.01,11.4,11.35,,0.88,1.32,,11.49,11.4,11.32,105.88,0.02,0,1075,0.0
0001140361-25-002638,20250131,12/31/2024,SCHEDULE 13G/A,1937891,AlphaVest Acquisition Corp.,G0283A124,1279891,Robert R. Bellick,16,D,16,0,2,6,2,0,0,2,4,0,AMCI,CIK,100,2025-01-31,11.5,77.27,0.03,0.02,0.01,11.4,11.35,,0.88,1.32,,11.49,11.4,11.32,105.88,0.02,0,1075,0.0
0001140361-25-002638,20250131,12/31/2024,SCHEDULE 13G/A,1937891,AlphaVest Acquisition Corp.,G0283A124,1279891,WOLVERINE ASSET MANAGEMENT LLC,26,D,26,0,2,6,12,0,0,2,4,0,AMCI,CIK,100,2025-01-31,11.5,77.27,0.03,0.02,0.01,11.4,11.35,,0.88,1.32,,11.49,11.4,11.32,105.88,0.02,0,1075,0.0
0001140361-25-002638,20250131,12/31/2024,SCHEDULE 13G/A,1937891,AlphaVest Acquisition Corp.,G0283A124,1279891,"Wolverine Holdings, L.P.",22,D,22,0,2,6,8,0,0,2,4,0,AMCI,CIK,100,2025-01-31,11.5,77.27,0.03,0.02,0.01,11.4,11.35,,0.88,1.32,,11.49,11.4,11.32,105.88,0.02,0,1075,0.0
0001140361-25-002638,20250131,12/31/2024,SCHEDULE 13G/A,1937891,AlphaVest Acquisition Corp.,G0283A124,1279891,"Wolverine Trading Partners, Inc.",16,D,16,0,2,6,2,0,0,2,4,0,AMCI,CIK,100,2025-01-31,11.5,77.27,0.03,0.02,0.01,11.4,11.35,,0.88,1.32,,11.49,11.4,11.32,105.88,0.02,0,1075,0.0
0000950170-25-004953,20250113,01/08/2025,SCHEDULE 13D/A,1937987,"Falcon's Beyond Global, Inc.",306121104,1995580,"Erudite Cria, Inc.",40,C,40,0,12,14,8,1,0,1,4,0,FBYD,CIK,100,2025-01-14,5.99,57.89,-0.61,-0.3,-0.31,8.0,8.05,,-25.13,-25.59,,10.24,8.0,5.76,5.13,0.72,45700,16190,2.82
0000950170-25-004953,20250113,01/08/2025,SCHEDULE 13D/A,1937987,"Falcon's Beyond Global, Inc.",306121104,1995580,Infinite Acquisitions Partners LLC,34,D,34,0,12,14,2,1,0,1,4,0,FBYD,CIK,100,2025-01-14,5.99,57.89,-0.61,-0.3,-0.31,8.0,8.05,,-25.13,-25.59,,10.24,8.0,5.76,5.13,0.72,45700,16190,2.82
0001213900-25-007997,20250129,01/23/2025,SCHEDULE 13D,1937993,"Cadrenal Therapeutics, Inc.",127636207,1405290,Quang X. Pham,91,A,91,0,18,14,10,5,18,4,16,6,CVKD,CIK,100,2025-01-30,19.03,35.83,1.17,1.1,0.07,17.48,15.34,,8.87,24.05,,20.6,17.48,14.36,74.84,1.51,31300,53195,0.59
0001213900-25-007997,20250129,01/23/2025,SCHEDULE 13D,1937993,"Cadrenal Therapeutics, Inc.",127636207,1947432,The PVBQ Living Trust,81,A,81,0,18,12,2,5,18,4,16,6,CVKD,CIK,100,2025-01-30,19.03,35.83,1.17,1.1,0.07,17.48,15.34,,8.87,24.05,,20.6,17.48,14.36,74.84,1.51,31300,53195,0.59
0001213900-25-003853,20250115,12/31/2024,SCHEDULE 13G/A,1937993,"Cadrenal Therapeutics, Inc.",127636207,1275195,John Raymond Murphy,18,D,18,0,2,0,10,0,0,2,4,0,CVKD,CIK,100,2025-01-16,18.2,38.74,0.81,0.6,0.21,15.54,14.89,,17.12,22.23,,18.63,15.54,12.45,93.04,1.54,60200,69425,0.87
0001493152-25-003269,20250122,12/13/2024,SCHEDULE 13G,1938046,"Mangoceuticals, Inc.",56270V205,2052615,"Greenfield Investments, Ltd",32,D,32,0,6,12,6,0,0,4,4,0,MGRX,CIK,100,2025-01-23,2.87,62.42,0.08,0.04,0.03,2.62,2.54,,9.54,12.99,,2.91,2.62,2.34,92.98,0.17,68100,56780,1.2
0001493152-25-003269,20250122,12/13/2024,SCHEDULE 13G,1938046,"Mangoceuticals, Inc.",56270V205,2052615,Peter M. Karam,36,D,36,0,6,12,10,0,0,4,4,0,MGRX,CIK,100,2025-01-23,2.87,62.42,0.08,0.04,0.03,2.62,2.54,,9.54,12.99,,2.91,2.62,2.34,92.98,0.17,68100,56780,1.2
0001213900-25-003139,20250113,12/31/2024,SCHEDULE 13D/A,1939965,BRERA HOLDINGS PLC,G13311108,1515164,Daniel Joseph McClory,47,C,47,0,12,14,10,6,0,1,4,0,SLMT,CIK,100,2025-01-14,8.1,30.05,0.24,0.24,0.01,7.79,7.49,,3.98,8.14,,9.49,7.79,6.09,59.12,2.38,6660,131242,0.05
0001213900-25-003139,20250113,12/31/2024,SCHEDULE 13D/A,1939965,BRERA HOLDINGS PLC,G13311108,2012026,Pinehurst Partners LLC,39,D,39,0,12,14,2,6,0,1,4,0,SLMT,CIK,100,2025-01-14,8.1,30.05,0.24,0.24,0.01,7.79,7.49,,3.98,8.14,,9.49,7.79,6.09,59.12,2.38,6660,131242,0.05
0001213900-25-003139,20250113,12/31/2024,SCHEDULE 13D/A,1939965,BRERA HOLDINGS PLC,G13311108,2023889,"BREA Holdings, LLC",39,D,39,0,12,14,2,6,0,1,4,0,SLMT,CIK,100,2025-01-14,8.1,30.05,0.24,0.24,0.01,7.79,7.49,,3.98,8.14,,9.49,7.79,6.09,59.12,2.38,6660,131242,0.05
0001213900-25-004725,20250117,12/31/2024,SCHEDULE 13D,1939965,BRERA HOLDINGS PLC,G13311108,2052567,XX Settembre Holding S.r.l.,61,B,61,0,18,14,2,1,0,4,16,6,SLMT,CIK,100,2025-01-17,7.96,48.43,0.18,0.22,-0.04,7.95,7.46,,0.13,6.7,,9.46,7.95,6.45,50.17,1.31,5170,130466,0.04
0001213900-25-004724,20250117,12/31/2024,SCHEDULE 13D,1939965,BRERA HOLDINGS PLC,G13311108,2052573,S.S. Juve Stabia S.r.l.,49,C,49,0,18,14,2,1,0,4,4,6,SLMT,CIK,100,2025-01-17,7.96,48.43,0.18,0.22,-0.04,7.95,7.46,,0.13,6.7,,9.46,7.95,6.45,50.17,1.31,5170,130466,0.04
0000932471-25-000222,20250131,12/31/2024,SCHEDULE 13G,1943705,Revelyst Inc,690045109,102909,The Vanguard Group,35,D,35,0,6,9,12,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000354204-25-000514,20250123,12/31/2024,SCHEDULE 13G,1943705,Revelyst Inc,690045109,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000932471-25-000245,20250131,12/31/2024,SCHEDULE 13G,1943896,Rubrik Inc,781154109,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,RBRK,CIK,100,2025-01-31,73.27,37.89,2.68,2.45,0.23,68.67,63.8,,6.7,14.84,,75.56,68.67,61.78,83.38,3.67,1461900,2262900,0.65
0001072613-25-000020,20250107,12/31/2024,SCHEDULE 13G/A,1944212,DT Cloud Acquisition Corp.,G28524117,1048703,"KARPUS MANAGEMENT, INC.",20,D,20,0,2,0,12,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000820478-25-000005,20250108,12/31/2024,SCHEDULE 13G,1944831,Willow Tree Capital Corp,000000000,820478,STRS OHIO,28,D,28,0,6,12,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,Alpha Intelligence Enterprises Ltd,16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,China Merchant Bank International Financial Holding (Shenzhen) Ltd.,16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,"China Merchants Bank Co., Ltd.",16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,"CMB Financial Holding (Shenzhen) Co., Ltd.",16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,CMB International Capital Corporation Limited,16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,CMB International Capital Holdings Corporation Limited,16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,CMB Wing Lung Bank Limited,16,D,16,0,2,0,8,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001213900-25-002713,20250110,06/05/2024,SCHEDULE 13G/A,1944885,Apollomics Inc.,G0411D107,2010955,Shanghai Yuqi Technology Partnership (Limited Partnership),14,D,14,0,2,0,6,0,0,2,4,0,APLM,CIK,100,2025-01-10,10.54,43.06,0.16,-0.05,0.21,9.59,10.54,,9.91,-0.0,,12.02,9.59,7.15,69.61,1.35,9400,43370,0.22
0001140361-25-002642,20250131,12/31/2024,SCHEDULE 13G/A,1945422,Oak Woods Acquisition Corp,67190B104,1279891,Christopher L. Gust,16,D,16,0,2,6,2,0,0,2,4,0,OAKU,CIK,100,2025-01-31,11.45,80.0,0.03,0.03,0.0,11.41,11.36,,0.35,0.79,,11.47,11.41,11.34,84.62,0.03,0,12540,0.0
0001140361-25-002642,20250131,12/31/2024,SCHEDULE 13G/A,1945422,Oak Woods Acquisition Corp,67190B104,1279891,Robert R. Bellick,16,D,16,0,2,6,2,0,0,2,4,0,OAKU,CIK,100,2025-01-31,11.45,80.0,0.03,0.03,0.0,11.41,11.36,,0.35,0.79,,11.47,11.41,11.34,84.62,0.03,0,12540,0.0
0001140361-25-002642,20250131,12/31/2024,SCHEDULE 13G/A,1945422,Oak Woods Acquisition Corp,67190B104,1279891,WOLVERINE ASSET MANAGEMENT LLC,26,D,26,0,2,6,12,0,0,2,4,0,OAKU,CIK,100,2025-01-31,11.45,80.0,0.03,0.03,0.0,11.41,11.36,,0.35,0.79,,11.47,11.41,11.34,84.62,0.03,0,12540,0.0
0001140361-25-002642,20250131,12/31/2024,SCHEDULE 13G/A,1945422,Oak Woods Acquisition Corp,67190B104,1279891,"Wolverine Holdings, L.P.",22,D,22,0,2,6,8,0,0,2,4,0,OAKU,CIK,100,2025-01-31,11.45,80.0,0.03,0.03,0.0,11.41,11.36,,0.35,0.79,,11.47,11.41,11.34,84.62,0.03,0,12540,0.0
0001140361-25-002642,20250131,12/31/2024,SCHEDULE 13G/A,1945422,Oak Woods Acquisition Corp,67190B104,1279891,"Wolverine Trading Partners, Inc.",16,D,16,0,2,6,2,0,0,2,4,0,OAKU,CIK,100,2025-01-31,11.45,80.0,0.03,0.03,0.0,11.41,11.36,,0.35,0.79,,11.47,11.41,11.34,84.62,0.03,0,12540,0.0
0001072613-25-000023,20250107,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1048703,"KARPUS MANAGEMENT, INC.",20,D,20,0,2,0,12,0,0,2,4,0,HSPOF,CIK,100,2025-01-08,11.9,68.75,0.07,0.04,0.02,11.43,11.35,,4.11,4.85,,11.69,11.43,11.18,141.18,0.13,500,29175,0.02
0001140361-25-002639,20250131,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1279891,Christopher L. Gust,19,D,19,0,2,9,2,0,0,2,4,0,HSPOF,CIK,100,2025-01-31,11.68,66.67,0.09,0.08,0.01,11.58,11.45,,0.86,2.01,,11.97,11.58,11.19,62.82,0.16,800,2180,0.37
0001140361-25-002639,20250131,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1279891,Robert R. Bellick,19,D,19,0,2,9,2,0,0,2,4,0,HSPOF,CIK,100,2025-01-31,11.68,66.67,0.09,0.08,0.01,11.58,11.45,,0.86,2.01,,11.97,11.58,11.19,62.82,0.16,800,2180,0.37
0001140361-25-002639,20250131,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1279891,WOLVERINE ASSET MANAGEMENT LLC,29,D,29,0,2,9,12,0,0,2,4,0,HSPOF,CIK,100,2025-01-31,11.68,66.67,0.09,0.08,0.01,11.58,11.45,,0.86,2.01,,11.97,11.58,11.19,62.82,0.16,800,2180,0.37
0001140361-25-002639,20250131,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1279891,"Wolverine Holdings, L.P.",25,D,25,0,2,9,8,0,0,2,4,0,HSPOF,CIK,100,2025-01-31,11.68,66.67,0.09,0.08,0.01,11.58,11.45,,0.86,2.01,,11.97,11.58,11.19,62.82,0.16,800,2180,0.37
0001140361-25-002639,20250131,12/31/2024,SCHEDULE 13G/A,1946021,Horizon Space Acquisition I Corp.,G4619M109,1279891,"Wolverine Trading Partners, Inc.",19,D,19,0,2,9,2,0,0,2,4,0,HSPOF,CIK,100,2025-01-31,11.68,66.67,0.09,0.08,0.01,11.58,11.45,,0.86,2.01,,11.97,11.58,11.19,62.82,0.16,800,2180,0.37
0001214659-25-001513,20250129,12/31/2024,SCHEDULE 13G,1949257,Radiopharm Theranostics Limited,75041J101,1569369,Regal Funds Management Pty Limited,25,D,25,0,6,9,2,0,0,4,4,0,RADX,CIK,100,2025-01-30,4.75,8.09,-0.86,-1.14,0.28,4.95,,,-4.04,,,5.89,4.95,4.0,39.68,1.01,60400,120795,0.5
0000950170-25-005523,20250114,01/10/2025,SCHEDULE 13D/A,1951067,C3is Inc.,Y18284151,1876581,Imperial Petroleum Inc.,70,B,70,0,12,14,8,1,18,1,16,0,CISS,CIK,100,2025-01-15,158.4,48.08,-22.54,-23.09,0.55,179.81,238.81,,-11.91,-33.67,,219.39,179.81,140.22,22.96,19.46,1186,1372,0.86
0000902664-25-000143,20250110,12/31/2024,SCHEDULE 13G/A,1951089,Critical Metals Corp.,G2662B103,1469336,"Empery Asset Management, LP",19,D,19,0,2,9,2,0,0,2,4,0,CRML,CIK,100,2025-01-10,7.77,39.45,0.05,-0.0,0.06,6.75,6.69,,15.11,16.14,,7.44,6.75,6.06,123.91,0.59,195200,39600,4.93
